genome_id	genus	species	source_type
LABG_000008	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_000009	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_000021	Lactobacillus		animal
LABG_000022	Bombilactobacillus	Bombilactobacillus mellis_A	animal
LABG_000023	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_000025	Bombilactobacillus		animal
LABG_000036	Bombilactobacillus	Bombilactobacillus mellis_A	animal
LABG_000038	Lactobacillus	Lactobacillus panisapium	animal
LABG_000052	Dellaglioa		food
LABG_000053	Levilactobacillus	Levilactobacillus cerevisiae	food
LABG_000054	Latilactobacillus	Latilactobacillus fuchuensis	food
LABG_000055	Latilactobacillus	Latilactobacillus fuchuensis	food
LABG_000056	Latilactobacillus	Latilactobacillus sakei	food
LABG_000062	Latilactobacillus	Latilactobacillus sakei	food
LABG_000080	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000082	Latilactobacillus	Latilactobacillus sakei	food
LABG_000099	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000128	Limosilactobacillus	Limosilactobacillus antri	human
LABG_000202	Leuconostoc	Leuconostoc lactis	human
LABG_000208	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_000212	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000229	Ligilactobacillus		human
LABG_000244	Lactobacillus	Lactobacillus panisapium	animal
LABG_000256	Lactobacillus	Lactobacillus panisapium	animal
LABG_000261	Lactobacillus	Lactobacillus panisapium	animal
LABG_000263	Lactobacillus	Lactobacillus panisapium	animal
LABG_000265	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal
LABG_000266	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal
LABG_000269	Lactobacillus	Lactobacillus panisapium	animal
LABG_000272	Lactobacillus	Lactobacillus panisapium	animal
LABG_000273	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal
LABG_000274	Lactobacillus	Lactobacillus panisapium	animal
LABG_000277	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_000278	Lactobacillus	Lactobacillus panisapium	animal
LABG_000285	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal
LABG_000290	Lactobacillus	Lactobacillus panisapium	animal
LABG_000307	Lactobacillus	Lactobacillus panisapium	animal
LABG_000314	Lactobacillus	Lactobacillus panisapium	animal
LABG_000320	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_000321	Lactobacillus	Lactobacillus panisapium	animal
LABG_000324	Lactobacillus	Lactobacillus panisapium	animal
LABG_000331	Lactobacillus	Lactobacillus panisapium	animal
LABG_000335	Lactobacillus	Lactobacillus panisapium	animal
LABG_000347	Lactobacillus	Lactobacillus sp948500755	animal
LABG_000348	Limosilactobacillus	Limosilactobacillus reuteri_G	animal
LABG_000376	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000377	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000400	Lactobacillus	Lactobacillus amylovorus	animal
LABG_000406	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000411	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000417	Lactobacillus	Lactobacillus sp945980025	animal
LABG_000422	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000423	Lactobacillus	Lactobacillus amylovorus	animal
LABG_000437	Lactobacillus	Lactobacillus sp945980025	animal
LABG_000446	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_000447	Pediococcus	Pediococcus pentosaceus	animal
LABG_000459	Weissella	Weissella thailandensis	animal
LABG_000461	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_000465	Ligilactobacillus	Ligilactobacillus faecis	animal
LABG_000474	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_000475	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000478	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000483	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000486	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000488	Lapidilactobacillus	Lapidilactobacillus dextrinicus	animal
LABG_000489	Lactobacillus	Lactobacillus sp945980025	animal
LABG_000491	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000492	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000497	Lactobacillus	Lactobacillus sp945980025	animal
LABG_000498	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000507	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000508	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000510	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000511	Weissella	Weissella paramesenteroides	animal
LABG_000519	Weissella	Weissella paramesenteroides	animal
LABG_000522	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000526	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000529	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_000530	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_000350	Leuconostoc		food
LABG_000353	Fructilactobacillus		food
LABG_000355	Lentilactobacillus	Lentilactobacillus hilgardii	food
LABG_000357	Limosilactobacillus	Limosilactobacillus reuteri_E	other
LABG_000359	Limosilactobacillus	Limosilactobacillus mucosae	other
LABG_000366	Limosilactobacillus	Limosilactobacillus sp039955095	human
LABG_000367	Lactobacillus	Lactobacillus delbrueckii_B	human
LABG_000368	Lactobacillus	Lactobacillus paragasseri	human
LABG_000549	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000550	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000554	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000555	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000556	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000546	Lactobacillus	Lactobacillus amylovorus	human
LABG_000558	Lactobacillus		animal
LABG_000564	Lactobacillus		animal
LABG_000565	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_000566	Lactobacillus		animal
LABG_000568	Lactobacillus		animal
LABG_000571	Bombilactobacillus		animal
LABG_000572	Lactobacillus		animal
LABG_000573	Lactobacillus		animal
LABG_000588	Lactobacillus		animal
LABG_000590	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_000596	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_000597	Lactobacillus		animal
LABG_000601	Bombilactobacillus		animal
LABG_000610	Lactobacillus		animal
LABG_000611	Lactobacillus		animal
LABG_000617	Lactobacillus		animal
LABG_000618	Bombilactobacillus		animal
LABG_000624	Bombilactobacillus	Bombilactobacillus mellis_A	animal
LABG_000625	Lactobacillus		animal
LABG_000631	Lactobacillus		animal
LABG_000637	Lactobacillus		animal
LABG_000640	Lactobacillus		animal
LABG_000642	Apilactobacillus	Apilactobacillus waqarii	animal
LABG_000643	Xylocopilactobacillus		animal
LABG_000646	Lactobacillus		animal
LABG_000656	Lactobacillus		animal
LABG_000665	Lactobacillus		animal
LABG_000667	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_000674	Lactobacillus		animal
LABG_000678	Apilactobacillus	Apilactobacillus bombintestini	animal
LABG_000944	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000945	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_000681	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000721	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000724	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000726	Lentilactobacillus	Lentilactobacillus buchneri	food
LABG_000729	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_000731	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_000735	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_000739	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000742	Loigolactobacillus	Loigolactobacillus rennini	food
LABG_000744	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_000749	Ligilactobacillus	Ligilactobacillus excrementavium	food
LABG_000761	Levilactobacillus	Levilactobacillus lindianensis	food
LABG_000763	Loigolactobacillus	Loigolactobacillus rennini	food
LABG_000764	Companilactobacillus		food
LABG_000771	Lentilactobacillus	Lentilactobacillus dabitei	food
LABG_000778	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_000779	Latilactobacillus	Latilactobacillus sakei	food
LABG_000788	Weissella	Weissella halotolerans	food
LABG_000797	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_000784	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000785	Paucilactobacillus	Paucilactobacillus wasatchensis	food
LABG_000806	Lentilactobacillus	Lentilactobacillus parabuchneri	food
LABG_000809	Lacticaseibacillus	Lacticaseibacillus rhamnosus	food
LABG_000803	Latilactobacillus	Latilactobacillus curvatus	food
LABG_000813	Lactobacillus	Lactobacillus helveticus	food
LABG_000816	Lentilactobacillus	Lentilactobacillus dabitei	food
LABG_000822	Lactobacillus	Lactobacillus paragasseri	food
LABG_000826	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	food
LABG_000834	Leuconostoc	Leuconostoc mesenteroides	food
LABG_000849	Latilactobacillus	Latilactobacillus sakei	food
LABG_000830	Ligilactobacillus	Ligilactobacillus acidipiscis	food
LABG_000861	Latilactobacillus	Latilactobacillus sakei	food
LABG_000876	Levilactobacillus	Levilactobacillus brevis	food
LABG_000879	Companilactobacillus	Companilactobacillus tucceti	food
LABG_000881	Latilactobacillus	Latilactobacillus curvatus	food
LABG_000886	Levilactobacillus	Levilactobacillus lindianensis	food
LABG_000892	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_000896	Lactiplantibacillus	Lactiplantibacillus paraplantarum	food
LABG_000898	Weissella	Weissella minor	food
LABG_000916	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_000921	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000922	Limosilactobacillus	Limosilactobacillus mucosae	human
LABG_000924	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000925	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000932	Limosilactobacillus	Limosilactobacillus gastricus	human
LABG_000934	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000938	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000939	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_000941	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000942	Ligilactobacillus	Ligilactobacillus ruminis	human
LABG_000943	Limosilactobacillus	Limosilactobacillus fermentum	human
LABG_000960	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000966	Limosilactobacillus	Limosilactobacillus reuteri	animal
LABG_000970	Lactobacillus	Lactobacillus sp910589675	animal
LABG_000972	Lactobacillus	Lactobacillus sp945980025	animal
LABG_000976	Lactobacillus	Lactobacillus amylovorus	animal
LABG_000986	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000987	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_000988	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_000990	Lactobacillus		animal
LABG_000991	Weissella	Weissella thailandensis	animal
LABG_000997	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_000999	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001000	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001001	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001003	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_001005	Lactobacillus	Lactobacillus gallinarum	animal
LABG_001006	Lactobacillus	Lactobacillus crispatus	animal
LABG_001007	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001010	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001015	Lactobacillus	Lactobacillus sp945980025	animal
LABG_001016	Paucilactobacillus	Paucilactobacillus hokkaidonensis	animal
LABG_001020	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001021	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001023	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_001026	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001028	Weissella	Weissella thailandensis	animal
LABG_001031	Weissella	Weissella thailandensis	animal
LABG_001032	Weissella	Weissella thailandensis	animal
LABG_001038	Weissella	Weissella thailandensis	animal
LABG_001040	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001043	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_001046	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_001049	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_001056	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001062	Weissella	Weissella paramesenteroides	animal
LABG_001068	Lactobacillus	Lactobacillus crispatus	animal
LABG_001073	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001075	Weissella	Weissella thailandensis	animal
LABG_001085	Companilactobacillus	Companilactobacillus farciminis	animal
LABG_001087	Limosilactobacillus	Limosilactobacillus panis	animal
LABG_001089	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001091	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001092	Weissella	Weissella thailandensis	animal
LABG_001093	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001094	Weissella	Weissella thailandensis	animal
LABG_001095	Ligilactobacillus	Ligilactobacillus faecavium	animal
LABG_001096	Weissella	Weissella thailandensis	animal
LABG_001098	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001099	Weissella	Weissella thailandensis	animal
LABG_001100	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001101	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001107	Lactobacillus	Lactobacillus sp945980025	animal
LABG_001109	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001110	Weissella	Weissella thailandensis	animal
LABG_001111	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001112	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001114	Weissella	Weissella thailandensis	animal
LABG_001115	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001116	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001118	Weissella	Weissella thailandensis	animal
LABG_001119	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001123	Weissella	Weissella thailandensis	animal
LABG_001124	Lactobacillus	Lactobacillus gallinarum	animal
LABG_001125	Weissella	Weissella thailandensis	animal
LABG_001126	Weissella	Weissella thailandensis	animal
LABG_001127	Limosilactobacillus	Limosilactobacillus oris_A	animal
LABG_001132	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_001134	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_001135	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001138	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001139	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_001145	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_001148	Weissella	Weissella thailandensis	animal
LABG_001150	Ligilactobacillus	Ligilactobacillus aviarius_C	animal
LABG_001152	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001153	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001154	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001160	Weissella	Weissella thailandensis	animal
LABG_001162	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001167	Lactobacillus	Lactobacillus sp945980025	animal
LABG_001170	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001181	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001185	Lactobacillus	Lactobacillus sp945980025	animal
LABG_001192	Lactobacillus	Lactobacillus amylovorus	animal
LABG_001195	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001202	Lactobacillus	Lactobacillus crispatus	animal
LABG_001204	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001205	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001208	Lactobacillus	Lactobacillus crispatus	animal
LABG_001209	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001210	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001211	Limosilactobacillus	Limosilactobacillus ingluviei	animal
LABG_001212	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001213	Limosilactobacillus	Limosilactobacillus pulli	animal
LABG_001214	Limosilactobacillus	Limosilactobacillus faecipullorum	animal
LABG_001215	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001216	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001219	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001222	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001227	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001228	Limosilactobacillus	Limosilactobacillus vaginalis	animal
LABG_001229	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001230	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001231	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001232	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001233	Limosilactobacillus	Limosilactobacillus reuteri_E	animal
LABG_001235	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001238	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001239	Gallilactobacillus	Gallilactobacillus intestinavium	animal
LABG_001240	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001242	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001248	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001249	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001251	Weissella	Weissella thailandensis	animal
LABG_001252	Lactobacillus	Lactobacillus johnsonii	animal
LABG_001253	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001254	Gallilactobacillus	Gallilactobacillus intestinavium	animal
LABG_001257	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001258	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_001259	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001264	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001265	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001266	Ligilactobacillus	Ligilactobacillus aviarius_B	animal
LABG_001267	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_001268	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001269	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001270	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001272	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal
LABG_001273	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001275	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001276	Weissella	Weissella thailandensis	animal
LABG_001277	Ligilactobacillus	Ligilactobacillus agilis	animal
LABG_001498	Lactobacillus		animal
LABG_001500	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_001514	Lactobacillus		animal
LABG_001518	Bombilactobacillus	Bombilactobacillus mellis_A	animal
LABG_001529	Lactobacillus	Lactobacillus delbrueckii_B	animal
LABG_001532	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_001533	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_001543	Lactobacillus		animal
LABG_001546	Lactobacillus	Lactobacillus panisapium	animal
LABG_001536	Limosilactobacillus	Limosilactobacillus sp002299975	animal
LABG_001538	Limosilactobacillus		animal
LABG_001541	Lactobacillus	Lactobacillus delbrueckii_B	animal
LABG_001547	Lactobacillus	Lactobacillus delbrueckii_B	animal
LABG_001548	Limosilactobacillus	Limosilactobacillus mucosae	animal
LABG_001549	Lapidilactobacillus	Lapidilactobacillus dextrinicus	animal
LABG_001550	Lactobacillus	Lactobacillus sp910589675	animal
LABG_001556	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_001562	Lactobacillus	Lactobacillus panisapium	animal
LABG_001563	Lactobacillus		animal
LABG_001565	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_001573	Lactobacillus	Lactobacillus panisapium	animal
LABG_001576	Lactobacillus		animal
LABG_001577	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_001584	Lactobacillus		animal
LABG_001597	Lactobacillus	Lactobacillus paragasseri	human
LABG_001620	Lactobacillus	Lactobacillus sp910589675	other
LABG_001621	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_001627	Lactobacillus	Lactobacillus delbrueckii	other
LABG_001631	Pediococcus	Pediococcus pentosaceus	other
LABG_001632	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001636	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001641	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_001644	Lactobacillus	Lactobacillus johnsonii	other
LABG_001645	Lactobacillus	Lactobacillus crispatus	other
LABG_001646	Leuconostoc	Leuconostoc kimchii	other
LABG_001652	Lactobacillus	Lactobacillus iners	other
LABG_001653	Lactobacillus	Lactobacillus iners	other
LABG_001654	Lactobacillus	Lactobacillus iners	other
LABG_001655	Lactobacillus	Lactobacillus iners	other
LABG_001657	Lacticaseibacillus	Lacticaseibacillus paracasei	human
LABG_001670	Limosilactobacillus	Limosilactobacillus reuteri_E	human
LABG_001677	Weissella	Weissella paramesenteroides	human
LABG_001678	Leuconostoc	Leuconostoc mesenteroides	human
LABG_001685	Limosilactobacillus	Limosilactobacillus coleohominis_A	human
LABG_001694	Lactobacillus	Lactobacillus crispatus	human
LABG_001698	Limosilactobacillus	Limosilactobacillus rodentium	other
LABG_001713	Lactobacillus	Lactobacillus iners	other
LABG_001716	Limosilactobacillus	Limosilactobacillus rodentium	other
LABG_001721	Lactobacillus	Lactobacillus iners	human
LABG_001722	Lactobacillus	Lactobacillus iners	human
LABG_001726	Lactobacillus	Lactobacillus amylovorus	animal
LABG_001729	Companilactobacillus	Companilactobacillus farciminis	food
LABG_001731	Lactobacillus	Lactobacillus iners	human
LABG_001735	Lactobacillus	Lactobacillus amylovorus	other
LABG_001737	Lactobacillus	Lactobacillus iners	other
LABG_001740	Lactobacillus	Lactobacillus amylovorus	animal
LABG_001744	Leuconostoc	Leuconostoc gasicomitatum	other
LABG_001746	Lactobacillus	Lactobacillus iners	other
LABG_001747	Lactobacillus	Lactobacillus sp945980025	other
LABG_001751	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_001752	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_001755	Lactobacillus	Lactobacillus sp945980025	other
LABG_001757	Weissella	Weissella koreensis	food
LABG_001758	Limosilactobacillus	Limosilactobacillus oris	other
LABG_001759	Ligilactobacillus	Ligilactobacillus ruminis	other
LABG_001760	Fructilactobacillus	Fructilactobacillus sanfranciscensis	other
LABG_001763	Lactobacillus	Lactobacillus iners	human
LABG_001770	Pediococcus	Pediococcus acidilactici	other
LABG_001775	Lentilactobacillus	Lentilactobacillus parafarraginis	human
LABG_001777	Leuconostoc	Leuconostoc citreum	other
LABG_001780	Oenococcus	Oenococcus kitaharae	other
LABG_001785	Limosilactobacillus	Limosilactobacillus mucosae	other
LABG_001786	Liquorilactobacillus	Liquorilactobacillus vini	other
LABG_001787	Liquorilactobacillus	Liquorilactobacillus vini	other
LABG_001788	Ligilactobacillus	Ligilactobacillus salivarius	animal
LABG_001791	Lacticaseibacillus	Lacticaseibacillus zeae	other
LABG_001795	Lactiplantibacillus	Lactiplantibacillus plantarum_A	human
LABG_001798	Loigolactobacillus	Loigolactobacillus coryniformis	food
LABG_001818	Leuconostoc	Leuconostoc carnosum	food
LABG_001831	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001832	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001837	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other
LABG_001838	Limosilactobacillus	Limosilactobacillus ingluviei	other
LABG_001840	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_001849	Lactobacillus	Lactobacillus sp948500755	animal
LABG_001865	Lactobacillus	Lactobacillus delbrueckii	food
LABG_001873	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001878	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001879	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001892	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001894	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001896	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001899	Lacticaseibacillus	Lacticaseibacillus paracasei	food
LABG_001908	Weissella	Weissella halotolerans	other
LABG_001911	Ligilactobacillus	Ligilactobacillus saerimneri	animal
LABG_001913	Lactobacillus	Lactobacillus psittaci	other
LABG_001918	Lactobacillus	Lactobacillus gasseri	human
LABG_001924	Lactiplantibacillus	Lactiplantibacillus plantarum_A	food
LABG_001932	Lactobacillus	Lactobacillus crispatus	human
LABG_001937	Schleiferilactobacillus	Schleiferilactobacillus shenzhenensis	food
LABG_001948	Limosilactobacillus	Limosilactobacillus fermentum	food
LABG_001958	Lactobacillus	Lactobacillus crispatus	human
LABG_001963	Ligilactobacillus	Ligilactobacillus equi	animal
LABG_001965	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_001967	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_001968	Levilactobacillus	Levilactobacillus namurensis_A	other
LABG_001974	Ligilactobacillus	Ligilactobacillus salivarius	other
LABG_001975	Lactiplantibacillus	Lactiplantibacillus fabifermentans	food
LABG_002004	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002006	Weissella	Weissella oryzae	other
LABG_002012	Leuconostoc	Leuconostoc lactis	food
LABG_002017	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002019	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002024	Limosilactobacillus	Limosilactobacillus rodentium	food
LABG_002033	Secundilactobacillus	Secundilactobacillus oryzae	other
LABG_002034	Apilactobacillus	Apilactobacillus kunkeei_F	animal
LABG_002035	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human
LABG_002046	Leuconostoc	Leuconostoc mesenteroides	food
LABG_002048	Limosilactobacillus	Limosilactobacillus reuteri	food
LABG_002050	Lactobacillus	Lactobacillus huangpiensis	animal
LABG_002051	Lactobacillus	Lactobacillus helsingborgensis	animal
LABG_002086	Lactiplantibacillus	Lactiplantibacillus plantarum	human
LABG_002098	Lentilactobacillus	Lentilactobacillus curieae	food
LABG_002105	Ligilactobacillus	Ligilactobacillus ruminis	animal
LABG_002115	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002117	Paucilactobacillus	Paucilactobacillus hokkaidonensis	other
LABG_002118	Apilactobacillus	Apilactobacillus waqarii	food
LABG_002122	Companilactobacillus	Companilactobacillus heilongjiangensis	food
LABG_002126	Levilactobacillus	Levilactobacillus brevis	human
LABG_002128	Weissella	Weissella cibaria	other
LABG_002139	Lacticaseibacillus	Lacticaseibacillus paracasei	other
LABG_002141	Lactobacillus	Lactobacillus helveticus	other
LABG_002143	Levilactobacillus	Levilactobacillus spicheri	food
LABG_002148	Bombilactobacillus	Bombilactobacillus mellis	animal
LABG_002149	Lactobacillus	Lactobacillus apis_A	animal
LABG_002150	Lactobacillus	Lactobacillus kimbladii	animal
LABG_002151	Lactobacillus	Lactobacillus melliventris	animal
LABG_002152	Bombilactobacillus	Bombilactobacillus mellifer	animal
LABG_002158	Lactobacillus	Lactobacillus helveticus	other
LABG_002175	Lacticaseibacillus	Lacticaseibacillus zeae	human
LABG_002177	Fructobacillus	Fructobacillus cardui	food
LABG_002178	Lactiplantibacillus	Lactiplantibacillus herbarum	food
LABG_002180	Limosilactobacillus	Limosilactobacillus mucosae	other
